"Id","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","ScreenPorch","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","TotalSpaceSF","LotFA","RmsPerLivSpc","TotalBath","FPperSF","YearRemodAdd_tog","MasVnrArea_tog","BsmtFinSF1_tog","BsmtFinSF2_tog","GarageArea_tog","WoodDeckSF_tog","OpenPorchSF_tog","ScreenPorch_tog"
360,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Fam","High",8,"5",1998,1998,"Low","Low","VinylSd","VinylSd","BrkFace",530,"Gd","TA","Other","Gd","High","Med","High",956,0,"GasA","Ex","Y","High","Gd","High","TA","High",1998,"RFn",2,592,"TA","TA","Y",208,75,374,"Low","None","None",0,"Med","Med_High",280000,3010,187.594707901431,0.00363825363825364,3,0.000332225913621262,1,1,1,0,1,1,1,1
361,85,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med","Fam","Low",6,"6",1978,1978,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","Gd","High","Med","High",773,0,"GasA","Ex","Y","High","TA","High","TA","High",1978,"RFn",2,470,"TA","TA","Y",0,0,192,"Low","Med","None",0,"Med","Med_High",156000,1800,150.450692430929,0.00548245614035088,1,0.000555555555555556,1,0,1,0,1,0,0,1
362,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"5",1940,1982,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",399,0,"GasA","Med","Y","High","TA","High","Low","Med",1940,"Unf",1,240,"TA","TA","N",0,0,0,"Low","None","None",0,"Med","Med_High",145000,2388,163.464295878224,0.0053156146179402,1,0,1,0,1,0,1,0,0,0
363,85,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",7,"5",2003,2003,"Low","Low","High","Med","BrkFace",500,"Gd","TA","Slab","None","Med","None","None",0,0,"GasA","Ex","Y","High","Gd","High","Ex","Highest",2003,"RFn",2,672,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",198500,1922,149.445889310136,0.0036420395421436,3,0.000520291363163372,1,1,0,0,1,0,0,0
364,160,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","High",6,"8",1972,2007,"Low","Low","High","Med","BrkFace",510,"TA","TA","Stone","TA","High","No","Med",162,0,"GasA","Med","Y","High","Gd","High","Low","Med",1972,"Unf",1,264,"TA","TA","Y",250,0,0,"Low","None","None",0,"Med","Med_High",118000,1470,61.9878030638384,0.00506585612968592,2,0,1,1,1,0,1,1,0,0
365,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",1976,1976,"Low","Low","High","Med","BrkFace",120,"TA","TA","Other","Gd","High","Med","High",712,0,"GasA","Med","Y","High","TA","High","TA","High",1976,"Fin",2,566,"TA","TA","Y",306,111,0,"Low","None","None",0,"Med","Med_High",190000,2370,230.372435598308,0.00381194409148666,3,0.000421940928270042,1,1,1,0,1,1,1,0
366,70,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","High",5,"7",1920,1997,"Med","Low","VinylSd","VinylSd","None",0,"TA","Gd","Stone","TA","Med","No","Low",456,0,"GasA","Med","Y","Med","TA","High","Low","Med",1964,"Unf",1,468,"TA","Fa","Y",0,128,0,"Low","None","None",0,"Med","Med_High",147000,2016,162.392456204503,0.00446428571428571,1,0,1,0,1,0,1,0,1,0
367,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"5",1963,1963,"Low","Low","Highest","Med","BrkFace",247,"TA","TA","Stone","Gd","High","No","Low",609,0,"GasA","Med","Y","High","TA","High","TA","High",1963,"RFn",2,514,"TA","TA","Y",0,76,185,"Low","None","None",0,"Med","Med_High",159000,2788,166.24514065679,0.00430416068866571,2,0.000717360114777618,1,1,1,0,1,0,1,1
368,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"5",1962,1962,"Low","Low","Highest","Med","BrkFace",305,"TA","TA","Stone","Gd","High","Gd","High",371,0,"GasA","Med","Y","High","TA","High","TA","Med",1962,"RFn",1,296,"TA","TA","Y",64,110,0,"Low","None","None",0,"Med","Med_High",165000,2530,196.655632348545,0.00419287211740042,1,0.000395256916996047,1,1,1,0,1,1,1,0
369,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"6",1954,1954,"Low","Low","High","Med","BrkFace",200,"TA","TA","Other","TA","High","No","Low",540,0,"GasA","Med","Y","High","TA","High","TA","High",1954,"Fin",1,244,"TA","TA","Y",0,98,0,"Low","None","None",0,"Med","Med_High",132000,2536,166.317608663278,0.0055205047318612,1,0.000394321766561514,1,1,1,0,1,0,1,0
370,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1959,2006,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","Med",72,258,"GasA","Ex","Y","High","Gd","High","TA","Med",1997,"Fin",2,576,"TA","TA","Y",364,17,182,"Low","None","None",0,"Med","Med_High",162000,2350,168.792274995481,0.00543900543900544,1,0.000425531914893617,1,0,1,1,1,1,1,1
371,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",2000,2000,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","TA","High",2000,"RFn",2,460,"TA","TA","Y",100,40,0,"Low","None","None",0,"Med","Med_High",172400,2617,155.26358622044,0.00420673076923077,3,0.000382116927779901,1,0,0,0,1,1,1,0
372,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Low",4,"4",1959,1959,"Low","Low","Med","Med","None",0,"TA","TA","Stone","None","Med","None","None",0,0,"GasA","Med","Y","High","TA","Med","TA","Med",1991,"Fin",2,680,"TA","TA","N",0,59,0,"Low","None","None",0,"Med","Med_High",134432,1588,210.843417870369,0.0044080604534005,2,0.000629722921914358,1,0,0,0,1,0,1,0
373,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"5",1984,1984,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","Gd","High","No","Med",623,121,"GasA","Med","Y","High","TA","High","Low","High",1984,"Unf",1,264,"TA","TA","Y",353,0,90,"Low","Med","None",0,"Med","Med_High",125000,1496,134.705371730487,0.00531914893617021,1,0,1,0,1,1,1,1,0,1
374,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"6",1953,1953,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Low",428,180,"GasA","Med","Y","High","TA","Med","Low","High",1953,"Unf",1,270,"TA","TA","Y",66,0,0,"Low","Med","None",0,"Med","Med_High",123000,1927,182.121287811974,0.00379075056861259,1,0,1,0,1,1,1,1,0,0
375,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2003,2004,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2003,"Fin",2,434,"TA","TA","Y",100,48,0,"Low","None","None",0,"Med","Med_High",219500,2775,155.553851381374,0.004149377593361,3,0.00036036036036036,1,0,0,0,1,1,1,0
376,30,"RL","Pave","None","IRG","Low","AllPub","NotCulD","Othr","Low","Fam","Med",1,"Low",1922,1950,"Low","Low","Med","Low","None",0,"Fa","Po","BrkTil","None","Po","Gd","Low",350,0,"GasA","Med","N","Med","Fa","Med","Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,"Low","None","None",0,"Med","Med_High",61000,1587,170.24604146492,0.00442477876106195,1,0,0,0,1,0,0,0,0,0
377,85,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Fam","Low",5,"5",1996,1996,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High",298,0,"GasA","Ex","Y","High","TA","High","Low","Med",1998,"Unf",2,576,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",148000,1784,151.05317644822,0.00547045951859956,1,0,1,0,1,0,1,0,0,0
378,60,"FV","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",8,"5",2004,2005,"Low","Low","CemntBd","Highest","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2004,"RFn",2,610,"TA","TA","Y",159,214,0,"Low","None","None",0,"Med","Med_High",340000,4046,207.560409245133,0.0032441200324412,3,0.000247157686604053,1,0,0,0,1,1,1,0
379,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",9,"Low",2010,2010,"Med","Low","VinylSd","VinylSd","Stone",350,"Gd","TA","Other","Ex","High","Med","High",1445,0,"GasA","Ex","Y","High","Ex","High","Ex","High",2010,"Fin",3,834,"TA","TA","Y",113,0,0,"Low","None","None",0,"High","High",394432,3712,194.742681247943,0.00431034482758621,2,0.000269396551724138,1,1,1,0,1,1,0,0
380,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",2000,2000,"Low","Low","VinylSd","VinylSd","BrkFace",16,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","TA","High",2000,"Fin",2,463,"TA","TA","Y",100,63,0,"Low","None","None",0,"Med","Med_High",179000,2782,150.127687199883,0.00388888888888889,3,0.000359453630481668,1,1,0,0,1,1,1,0
381,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",5,"6",1924,1950,"Low","Low","Highest","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",218,0,"GasA","Med","Y","High","Gd","High","TA","Med",1924,"Unf",1,308,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",127000,2717,120.710678118655,0.00354819633353046,2,0.000368052999631947,0,0,1,0,1,0,0,0
382,20,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",7,"5",2006,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"RFn",2,572,"TA","TA","Y",216,121,0,"Low","None","None",0,"High","High",187750,2594,144.852813742386,0.00384319754035357,2,0.00038550501156515,1,0,0,0,1,1,1,0
383,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2006,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2006,"RFn",2,639,"TA","TA","Y",144,53,0,"Low","None","None",0,"Med","Med_High",213500,2736,175.150923032491,0.00445186421814135,3,0,1,0,0,0,1,1,1,0
384,45,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","1.5Unf",6,"Low",1928,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","None","Med","No","Med",0,0,"GasA","Med","N","Med","TA","High","Low","Med",1950,"Unf",2,360,"Fa","Fa","N",0,0,0,"Low","None","None",0,"Med","Med_High",76000,1568,154.868329805051,0.00637755102040816,1,0,0,0,0,0,1,0,0,0
385,60,"RL","Pave","None","IRG","Low","AllPub","NotCulD","Othr","Med_High","Fam","High",6,"5",1992,1992,"Low","Low","High","Med","None",0,"Gd","TA","Other","Gd","High","Med","High",985,0,"GasA","Ex","Y","High","Gd","High","Fa","High",1992,"Fin",2,501,"TA","TA","Y",216,231,0,"Low","None","None",0,"Med","Med_High",240000,3533,414.021699491561,0.00460829493087558,3,0.000566091140673648,1,0,1,0,1,1,1,0
386,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",8,"5",2004,2005,"Low","Low","VinylSd","VinylSd","BrkFace",16,"Gd","TA","Other","Gd","High","No","High",24,0,"GasA","Ex","Y","High","Gd","High","TA","High",2004,"Fin",2,430,"TA","TA","Y",146,20,144,"Low","None","None",0,"Med","Med_High",192000,2525,99.4092191046818,0.00472813238770686,2,0.000396039603960396,1,1,1,0,1,1,1,1
387,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"Low",1910,1996,"Low","Low","Med","VinylSd","None",0,"TA","Po","Other","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","N",0,151,0,"Low","None","None",0,"Med","Low",81000,1842,149.706052144883,0.00675675675675676,1,0,1,0,0,0,0,0,1,0
388,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",6,"6",1976,1976,"Med","Low","Med","Low","BrkFace",255,"TA","TA","Stone","TA","High","Med","Med",631,0,"GasA","Ex","Y","High","TA","High","Fa","Med",1977,"Unf",1,352,"TA","TA","Y",296,0,0,"Low","Med","None",0,"Med","Med",125000,2166,156.852813742386,0.00533333333333333,1,0.000461680517082179,1,1,1,0,1,1,0,0
389,20,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Fam","Med",7,"5",1999,2000,"Low","Low","VinylSd","VinylSd","BrkFace",125,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",1999,"RFn",2,577,"TA","TA","Y",120,25,0,"Low","None","None",0,"Med","Med_High",191000,2947,189.86072475467,0.00405679513184584,2,0,1,1,0,0,1,1,1,0
390,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",10,"5",2007,2008,"Low","Low","VinylSd","VinylSd","Stone",272,"Ex","TA","Other","Ex","High","Med","High",1280,0,"GasA","Ex","Y","High","Ex","High","Ex","Highest",2008,"Fin",3,846,"TA","TA","Y",196,134,0,"Low","None","None",0,"High","High",426000,4014,207.687062813918,0.00385934819897084,3,0.000249128051818635,1,1,1,0,1,1,1,0
391,50,"RL","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"8",1900,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",241,391,"GasA","Ex","Y","High","TA","High","Low","Med",1978,"Unf",1,384,"TA","TA","Y",0,130,0,"Low","Med","None",0,"Med","Med_High",119000,2228,141.678787077491,0.00512070226773958,1,0,0,0,1,1,1,0,1,0
392,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med","Fam","High",6,"5",2001,2002,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Ex","High","No","Med",690,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2001,"Fin",2,560,"TA","TA","Y",125,192,0,"Low","None","None",0,"Med","Med_High",215000,2765,181.494343746637,0.00356960734319225,3,0.000361663652802893,1,0,1,0,1,1,1,0
393,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1959,1959,"Low","Low","Med","Low","None",0,"TA","TA","Slab","None","Med","None","None",0,0,"GasA","Med","Y","High","TA","High","Low","High",1959,"RFn",1,294,"TA","TA","Y",0,0,0,"Low","Med","Shed",1200,"Med","Med_High",106500,882,157.039002898808,0.00566893424036281,1,0,1,0,0,0,1,0,0,0
394,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",4,"5",1941,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",266,0,"GasA","Med","Y","Med","TA","High","TA","Low",9999,"None",0,0,"None","None","Y",0,0,0,"Low","Med","None",0,"Med","Med",100000,1576,149.660273113104,0.0050761421319797,1,0.00126903553299492,0,0,1,0,0,0,0,0
395,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"6",1940,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","Med","TA","High","Low","Med",1940,"Unf",1,240,"TA","TA","Y",0,39,0,"Low","None","None",0,"Med","Med_High",109000,1769,160.667770413375,0.00483558994197292,1,0,0,0,0,0,1,0,1,0
396,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"6",1956,1956,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Low",739,0,"GasA","Med","Y","High","TA","High","Low","High",1956,"Unf",1,596,"TA","TA","Y",44,0,0,"Low","None","None",0,"Med","Med_High",129000,2288,165.83148777362,0.00524475524475524,1,0,1,0,1,0,1,1,0,0
397,20,"RL","Pave","None","Reg","Low","AllPub","NotCulD","Gtl","Med_High","Fam","Med",5,"5",1972,1972,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Low",777,0,"GasA","Med","Y","High","TA","High","Low","Med",1985,"RFn",2,600,"TA","TA","Y",215,0,0,"Low","None","None",0,"Med","Med_High",123000,1788,144.852813742386,0.00671140939597315,1,0,1,0,1,0,1,1,0,0
398,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","High",5,"5",1962,1962,"Low","Low","VinylSd","VinylSd","BrkFace",288,"TA","TA","Stone","TA","High","No","Med",540,0,"GasA","Med","Y","High","TA","High","TA","High",1962,"RFn",1,264,"TA","TA","Y",0,168,0,"Low","None","None",0,"Med","Med_High",169500,2676,156.120606058498,0.00441501103752759,2,0.000373692077727952,1,1,1,0,1,0,1,0
399,30,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Med",5,"Low",1920,1950,"Low","Low","Med","Low","None",0,"TA","Po","BrkTil","None","Po","No","Med",0,0,"GasA","Med","Y","Low","TA","Low","Low","Med",1920,"Unf",1,338,"Po","Po","N",0,0,0,"Low","None","None",0,"Med","Med",67000,2038,154.694244809281,0.00557103064066852,1,0,0,0,0,0,1,0,0,0
400,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"5",2006,2007,"Low","Low","CemntBd","Highest","Stone",100,"Gd","TA","Other","Gd","High","No","High",812,0,"GasA","Ex","Y","High","Gd","High","Low","High",2007,"Fin",2,438,"TA","TA","Y",0,168,0,"Low","None","None",0,"Med","Med_High",241000,2642,155.1387818866,0.00451612903225806,2,0,1,1,1,0,1,0,1,0
401,120,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",8,"5",1996,1996,"Low","Low","Highest","Med","None",0,"Gd","TA","Other","Gd","High","No","High",786,0,"GasA","Ex","Y","High","Ex","High","TA","High",1996,"Fin",2,500,"TA","TA","Y",120,30,224,"Low","None","None",0,"Med","Med_High",245500,2548,160.323342007975,0.0031055900621118,2,0.000784929356357928,1,0,1,0,1,1,1,1
402,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High",24,0,"GasA","Ex","Y","High","Gd","High","TA","High",2005,"Fin",2,400,"TA","TA","Y",0,0,0,"Low","None","None",0,"High","High",164990,2620,158.632259398137,0.00458015267175573,2,0.000381679389312977,1,0,1,0,1,0,0,0
403,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"8",1940,1997,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Low","Med",1940,"Unf",1,240,"TA","TA","N",168,0,0,"Low","High","None",0,"Med","Med_High",108000,1344,160.995049383621,0.00595238095238095,1,0,1,0,0,0,1,1,0,0
404,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",8,"5",1998,1998,"Med","Low","VinylSd","VinylSd","BrkFace",650,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","TA","Highest",1998,"Fin",2,420,"TA","TA","Y",144,123,0,"Low","None","None",0,"Med","Med",258000,3404,202.954536059228,0.00441891294741494,3,0.000293772032902468,1,1,0,0,1,1,1,0
405,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",1995,1996,"Low","Low","Med","Low","None",0,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","Highest",1995,"Fin",2,373,"TA","TA","Y",0,40,0,"Low","None","None",0,"Med","Med_High",168000,2378,172.855400323211,0.0044529262086514,3,0.000420521446593776,1,0,0,0,1,0,1,0
406,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"4",1976,1993,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Low",1116,0,"GasA","Ex","Y","High","TA","Med","TA","High",1993,"Unf",2,490,"TA","TA","Y",120,78,0,"Low","Med","None",0,"Med","Med_High",150000,2901,170.024739108535,0.00493827160493827,2,0.000344708721130645,1,0,1,0,1,1,1,0
407,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",6,"5",1936,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,0,"GasA","Ex","Y","Med","TA","Low","Low","Med",1936,"Unf",1,240,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",115000,2230,153.371871136558,0.00514579759862779,1,0,0,0,0,0,1,0,0,0
408,70,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",6,"7",1915,1976,"Low","Low","Med","Med","None",0,"TA","TA","BrkTil","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Low","High",1960,"Unf",1,308,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",177000,2520,187.803846094582,0.00476190476190476,2,0,1,0,0,0,1,0,0,0
409,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",7,"5",2006,2006,"Low","Low","VinylSd","VinylSd","BrkFace",350,"Gd","TA","Other","Ex","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"RFn",3,947,"TA","TA","Y",192,62,0,"Low","None","None",0,"High","High",280000,3235,227.970584599724,0.00414364640883978,3,0.000309119010819165,1,1,0,0,1,1,1,0
410,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",8,"5",2007,2008,"Low","Low","VinylSd","VinylSd","Stone",100,"Gd","TA","Other","Ex","High","No","High",789,0,"GasA","Ex","Y","High","Ex","High","TA","High",2008,"Fin",3,836,"TA","TA","Y",0,102,0,"Low","None","None",0,"High","High",339750,3112,188.923048454133,0.00384985563041386,3,0.00032133676092545,1,1,1,0,1,0,1,0
411,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"Low",1958,1958,"Low","Low","Low","Low","None",0,"TA","Po","Stone","TA","Med","No","Med",0,0,"GasA","Med","Y","Med","TA","Med","Low","High",1958,"Unf",1,350,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",60000,2552,165.83148777362,0.00391849529780564,1,0,1,0,0,0,1,0,0,0
412,190,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","True_Med","fmCon","Med",5,"5",1955,1955,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Low",1056,0,"GasA","Med","N","High","TA","High","Low","High",1955,"Fin",2,572,"TA","TA","Y",264,0,0,"Low","None","None",0,"Med","Med_High",145000,2112,286.145104689863,0.00473484848484848,1,0,1,0,1,0,1,1,0,0
413,20,"FV","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",7,"5",2009,2009,"Low","Low","Med","Low","Stone",432,"Ex","TA","Other","Ex","High","Med","High",578,0,"GasA","Ex","Y","High","Gd","High","TA","High",2009,"Fin",2,484,"TA","TA","Y",0,144,0,"Low","None","None",0,"High","High",222000,2948,121.714506802992,0.0047361299052774,3,0.00033921302578019,1,1,1,0,1,0,1,0
414,30,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"6",1927,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","Med","TA","High","TA","Med",1927,"Unf",2,360,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",115000,2036,150.657276529594,0.00486381322957198,1,0.000491159135559921,0,0,0,0,1,0,0,0
415,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Fam","High",7,"5",1993,1993,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Low",50,531,"GasA","Ex","Y","High","Gd","High","TA","High",1993,"Unf",3,678,"TA","TA","Y",196,187,0,"Low","None","None",0,"Med","Med_High",228000,3177,164.962257431597,0.00429184549356223,3,0.000314762354422411,1,0,1,1,1,1,1,0
416,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",7,"5",2007,2007,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High",24,0,"GasA","Ex","Y","High","Gd","High","Low","High",2007,"Fin",2,396,"TA","TA","Y",100,30,0,"Low","None","None",0,"High","High",181134,2680,167.334511182282,0.00447761194029851,2,0,1,0,1,0,1,1,1,0
