"Id","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","DtSold"
1195,"Fin",1,299,"TA","TA","Y",379,36,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-03-01
1196,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1197,"Fin",3,660,"TA","TA","Y",100,17,0,0,0,0,"None","None","None",0,"New","Partial",2006-11-01
1198,"Unf",1,225,"TA","TA","Y",0,0,330,0,0,0,"None","None","None",0,"ConLw","Normal",2006-07-01
1199,"RFn",2,573,"TA","TA","Y",356,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1200,"Unf",2,459,"TA","TA","Y",0,82,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
1201,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"Oth","Abnorml",2006-07-01
1202,"RFn",2,546,"TA","TA","Y",198,36,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
1203,"Unf",1,216,"TA","TA","N",0,0,208,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1204,"Unf",2,451,"TA","TA","Y",74,234,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1205,"RFn",2,495,"TA","TA","Y",0,88,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-07-01
1206,"RFn",3,701,"TA","TA","Y",84,70,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1207,"Unf",1,384,"TA","TA","Y",0,42,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-11-01
1208,"RFn",2,544,"TA","TA","Y",192,23,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1209,"Unf",2,506,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
1210,"RFn",2,500,"TA","TA","Y",322,50,0,0,0,0,"None","None","None",0,"New","Partial",2006-05-01
1211,"RFn",2,462,"TA","TA","Y",635,104,0,0,0,0,"None","GdPrv","Shed",400,"WD","Normal",2010-05-01
1212,"RFn",2,492,"TA","TA","Y",325,12,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1213,"Unf",1,234,"TA","TA","N",0,113,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
1214,"Unf",1,364,"TA","TA","Y",88,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1215,"Unf",1,300,"TA","TA","Y",150,72,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1216,"RFn",1,384,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-05-01
1217,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1218,"RFn",2,552,"TA","TA","Y",135,112,0,0,0,0,"None","None","None",0,"New","Partial",2009-09-01
1219,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1220,"None",0,0,"None","None","N",201,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-04-01
1221,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-11-01
1222,"Unf",1,322,"TA","TA","Y",0,63,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
1223,"Unf",1,315,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-01-01
1224,"Unf",2,528,"TA","TA","Y",0,30,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-10-01
1225,"Fin",2,388,"TA","TA","Y",100,75,0,0,0,0,"None","None","None",0,"WD","Normal",2008-02-01
1226,"RFn",1,264,"TA","TA","Y",224,0,0,0,0,0,"None","MnWw","None",0,"WD","Normal",2007-06-01
1227,"Fin",3,668,"TA","TA","Y",100,18,0,0,0,0,"None","None","None",0,"WD","Normal",2008-01-01
1228,"Unf",2,576,"TA","TA","Y",0,240,0,0,0,0,"None","None","None",0,"WD","Normal",2008-12-01
1229,"Fin",3,1052,"TA","TA","Y",0,72,0,0,224,0,"None","None","None",0,"New","Partial",2008-10-01
1230,"Unf",1,404,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-08-01
1231,"RFn",2,600,"TA","TA","N",155,24,145,0,0,0,"None","None","Gar2",8300,"WD","Normal",2007-08-01
1232,"Unf",2,540,"TA","TA","Y",0,18,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2006-05-01
1233,"Unf",2,462,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1234,"RFn",2,531,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"COD","Abnorml",2010-05-01
1235,"None",0,0,"None","None","N",0,192,0,0,0,0,"None","None","None",0,"WD","Abnorml",2008-11-01
1236,"Unf",1,180,"Fa","Fa","N",203,40,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1237,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1238,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,"None","None","None",0,"WD","Normal",2006-09-01
1239,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-03-01
1240,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,"None","None","None",0,"WD","Normal",2007-12-01
1241,"RFn",2,543,"TA","TA","Y",0,63,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1242,"RFn",3,954,"TA","TA","Y",0,56,0,0,0,0,"None","None","None",0,"New","Partial",2007-06-01
1243,"RFn",2,528,"TA","TA","Y",0,120,0,0,0,0,"None","MnPrv","None",0,"WD","Family",2010-01-01
1244,"Fin",3,850,"TA","TA","Y",216,229,0,0,0,0,"None","None","None",0,"New","Partial",2006-09-01
1245,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1246,"Fin",2,477,"TA","TA","Y",268,112,0,0,147,0,"None","None","None",0,"WD","Abnorml",2007-01-01
1247,"RFn",2,615,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,"New","Partial",2006-03-01
1248,"Unf",3,888,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1249,"Unf",2,396,"Fa","Fa","P",0,0,259,0,0,0,"None","None","None",0,"WD","Normal",2008-04-01
1250,"Unf",1,276,"TA","TA","Y",0,80,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1251,"Fin",2,522,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1252,"RFn",2,478,"TA","TA","Y",148,36,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
1253,"RFn",1,288,"TA","TA","Y",33,0,0,0,0,0,"None","GdWo","Shed",600,"WD","Normal",2009-11-01
1254,"RFn",2,518,"TA","TA","Y",220,47,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-07-01
1255,"Fin",2,397,"TA","TA","Y",178,128,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1256,"Unf",1,560,"TA","TA","Y",0,0,0,0,120,0,"None","None","None",0,"WD","Normal",2007-11-01
1257,"Fin",2,691,"TA","TA","Y",262,36,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
1258,"None",0,0,"None","None","Y",0,96,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1259,"Fin",2,400,"TA","TA","Y",212,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1260,"Unf",2,460,"TA","TA","Y",180,0,0,0,80,0,"None","None","None",0,"WD","Normal",2008-07-01
1261,"Fin",2,502,"TA","TA","Y",0,103,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1262,"Unf",1,338,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1263,"Unf",1,304,"TA","TA","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
1264,"Unf",2,520,"TA","TA","N",0,0,126,0,0,0,"None","GdPrv","None",0,"WD","Normal",2007-07-01
1265,"Fin",2,511,"TA","TA","Y",144,68,0,0,0,0,"None","None","None",0,"COD","Abnorml",2008-08-01
1266,"Unf",2,506,"TA","TA","Y",0,34,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
1267,"Unf",1,308,"TA","TA","N",0,0,264,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-01-01
1268,"Fin",3,746,"TA","TA","Y",144,76,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1269,"Unf",3,1014,"TA","TA","Y",314,12,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-05-01
1270,"Unf",1,315,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-07-01
1271,"Fin",2,586,"TA","TA","Y",268,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1272,"RFn",2,462,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
1273,"Unf",1,288,"TA","TA","Y",180,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-11-01
1274,"RFn",1,312,"TA","TA","Y",0,0,0,0,163,0,"None","GdPrv","None",0,"WD","Normal",2008-05-01
1275,"Unf",2,552,"TA","TA","Y",242,0,81,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
1276,"Unf",2,400,"TA","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
1277,"Unf",2,497,"TA","TA","Y",294,116,0,0,0,0,"None","None","None",0,"WD","Normal",2009-12-01
1278,"RFn",2,480,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1279,"RFn",2,577,"TA","TA","Y",0,211,0,0,0,0,"None","None","None",0,"WD","Normal",2008-03-01
1280,"RFn",2,528,"TA","TA","Y",30,0,164,0,0,0,"None","None","None",0,"COD","Abnorml",2010-04-01
1281,"RFn",2,544,"TA","TA","Y",0,72,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
1282,"Fin",2,484,"Gd","Gd","Y",0,58,0,0,90,0,"None","None","None",0,"WD","Normal",2006-07-01
1283,"Unf",2,484,"TA","TA","Y",0,0,0,0,288,0,"None","None","None",0,"WD","Normal",2009-09-01
1284,"None",0,0,"None","None","Y",128,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1285,"Unf",1,336,"TA","TA","Y",272,0,42,0,116,0,"None","None","None",0,"WD","Normal",2010-03-01
1286,"Unf",1,280,"TA","TA","Y",45,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1287,"Unf",2,528,"TA","TA","Y",0,26,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1288,"Unf",2,390,"TA","TA","N",168,198,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1289,"Fin",2,499,"TA","TA","Y",212,59,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1290,"Fin",3,753,"TA","TA","Y",177,74,0,0,0,0,"None","None","None",0,"New","Partial",2006-10-01
1291,"RFn",2,484,"TA","TA","Y",227,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1292,"Unf",1,264,"TA","TA","Y",185,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
1293,"RFn",1,432,"TA","TA","Y",0,287,0,0,0,0,"None","None","None",0,"WD","Normal",2009-12-01
1294,"RFn",2,528,"TA","TA","Y",0,28,0,0,259,0,"None","GdWo","None",0,"WD","Normal",2006-03-01
1295,"Unf",2,572,"TA","TA","N",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1296,"RFn",1,288,"TA","TA","Y",356,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2006-11-01
1297,"RFn",2,525,"TA","TA","Y",192,20,123,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-12-01
1298,"Fin",2,525,"TA","TA","Y",0,44,0,0,0,0,"None","None","None",0,"New","Partial",2006-06-01
1299,"Fin",2,1418,"TA","TA","Y",214,292,0,0,0,480,"Gd","None","None",0,"New","Partial",2008-01-01
1300,"RFn",1,305,"TA","TA","Y",218,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2010-05-01
1301,"Fin",2,490,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1302,"Unf",1,213,"TA","TA","P",0,0,0,0,224,0,"None","None","None",0,"WD","Normal",2009-11-01
1303,"RFn",3,844,"TA","TA","Y",309,78,0,0,0,0,"None","None","None",0,"WD","Normal",2006-12-01
1304,"RFn",3,834,"TA","TA","Y",208,59,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1305,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1306,"Fin",2,840,"TA","TA","Y",404,102,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
1307,"RFn",2,474,"TA","TA","Y",132,35,0,0,0,0,"None","None","None",0,"New","Partial",2006-09-01
1308,"Unf",2,480,"TA","TA","Y",0,64,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1309,"Unf",2,528,"TA","TA","Y",0,36,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-05-01
1310,"RFn",2,496,"TA","TA","Y",112,51,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-06-01
1311,"Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1312,"RFn",2,508,"TA","TA","Y",264,98,0,0,0,0,"None","None","None",0,"New","Partial",2007-01-01
1313,"RFn",2,750,"Gd","Gd","Y",500,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
1314,"Fin",3,779,"TA","TA","Y",668,30,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1315,"Unf",1,280,"TA","TA","Y",0,36,0,0,0,0,"None","None","None",0,"WD","Normal",2007-10-01
1316,"Unf",2,576,"TA","TA","Y",280,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
1317,"RFn",3,860,"TA","TA","Y",172,42,0,0,0,0,"None","None","None",0,"WD","Normal",2009-01-01
1318,"RFn",2,466,"TA","TA","Y",0,241,0,0,0,0,"None","None","None",0,"New","Partial",2007-04-01
1319,"RFn",3,748,"TA","TA","Y",198,150,0,0,0,0,"None","None","None",0,"WD","Normal",2006-08-01
1320,"Unf",1,248,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-02-01
1321,"RFn",2,442,"TA","TA","Y",114,0,0,0,216,0,"None","None","None",0,"WD","Normal",2009-06-01
1322,"Unf",1,287,"TA","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1323,"RFn",2,564,"TA","TA","Y",240,39,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1324,"None",0,0,"None","None","Y",164,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-12-01
1325,"RFn",3,895,"TA","TA","Y",0,49,0,0,0,0,"None","None","None",0,"New","Partial",2007-02-01
1326,"None",0,0,"None","None","N",0,0,100,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-01-01
1327,"None",0,0,"None","None","Y",0,0,286,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1328,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-10-01
1329,"Unf",2,520,"Fa","TA","Y",0,547,0,0,480,0,"None","MnPrv","Shed",1150,"WD","Normal",2008-06-01
1330,"Fin",2,462,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1331,"RFn",3,825,"TA","TA","Y",144,45,0,0,0,0,"None","None","None",0,"WD","Normal",2007-12-01
1332,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1333,"Unf",1,288,"Fa","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1334,"Unf",1,297,"TA","TA","Y",0,65,190,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-07-01
1335,"Unf",2,440,"TA","TA","Y",0,36,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1336,"RFn",2,630,"TA","TA","Y",0,16,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
1337,"Unf",2,506,"TA","TA","Y",0,211,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
1338,"None",0,0,"None","None","N",0,20,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
1339,"RFn",2,492,"TA","TA","Y",146,91,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1340,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1341,"Unf",4,480,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-06-01
1342,"Unf",2,576,"TA","TA","Y",0,78,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1343,"RFn",2,647,"TA","TA","Y",192,87,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1344,"Unf",2,342,"Fa","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
1345,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"New","Partial",2007-07-01
1346,"Unf",1,308,"TA","TA","Y",0,0,168,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
1347,"RFn",2,508,"Gd","TA","Y",0,80,0,290,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1348,"Fin",3,712,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"New","Partial",2007-05-01
1349,"RFn",2,514,"TA","TA","Y",402,25,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1350,"None",0,0,"None","None","Y",0,54,20,0,0,0,"None","None","None",0,"WD","Normal",2008-12-01
1351,"Unf",4,968,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
1352,"Fin",2,490,"TA","TA","Y",0,84,0,0,120,0,"None","None","None",0,"WD","Normal",2008-03-01
1353,"Unf",2,624,"TA","TA","N",210,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1354,"Fin",3,666,"TA","TA","Y",283,86,0,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
1355,"RFn",3,839,"TA","TA","Y",0,184,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
1356,"RFn",2,487,"TA","TA","Y",0,98,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2006-09-01
1357,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-10-01
1358,"Fin",2,500,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1359,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1360,"Fin",3,770,"TA","TA","Y",194,45,0,0,0,0,"None","None","None",0,"WD","Normal",2006-09-01
1361,"RFn",2,621,"TA","TA","Y",183,0,301,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1362,"Fin",2,430,"TA","TA","Y",168,36,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1363,"Unf",1,368,"TA","TA","Y",55,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1364,"Fin",2,432,"TA","TA","Y",0,36,0,0,0,0,"None","None","None",0,"New","Partial",2007-03-01
1365,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-04-01
1366,"RFn",2,663,"TA","TA","Y",0,96,0,0,0,0,"None","None","None",0,"WD","Normal",2010-01-01
1367,"RFn",2,588,"TA","TA","Y",0,88,0,0,0,0,"None","None","None",0,"WD","Abnorml",2008-06-01
1368,"RFn",1,336,"TA","TA","Y",104,26,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1369,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1370,"Fin",2,502,"TA","TA","Y",0,262,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1371,"Fin",1,338,"TA","TA","Y",0,0,198,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1372,"RFn",1,377,"TA","TA","Y",0,28,0,0,178,0,"None","MnPrv","None",0,"WD","Normal",2008-10-01
1373,"RFn",2,583,"TA","TA","Y",253,170,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1374,"RFn",3,804,"TA","TA","Y",314,140,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1375,"Fin",3,936,"TA","TA","Y",154,210,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1376,"Fin",3,722,"TA","TA","Y",100,36,0,0,0,0,"None","None","None",0,"New","Partial",2007-12-01
1377,"Unf",1,160,"Fa","TA","Y",0,141,0,0,0,0,"None","None","None",0,"WD","Normal",2008-04-01
1378,"Unf",2,660,"TA","TA","Y",0,68,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1379,"Unf",1,264,"TA","TA","Y",72,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1380,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1381,"Unf",1,200,"TA","Fa","Y",0,0,96,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1382,"Fin",2,550,"TA","TA","Y",0,42,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1383,"Unf",2,576,"TA","TA","N",36,0,221,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
1384,"Unf",2,576,"TA","TA","N",0,0,112,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1385,"Unf",1,280,"TA","TA","P",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-10-01
1386,"Unf",1,240,"TA","TA","N",0,96,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-05-01
1387,"RFn",2,564,"TA","TA","Y",0,112,0,0,440,519,"Fa","MnPrv","TenC",2000,"WD","Normal",2006-07-01
1388,"Unf",1,216,"TA","TA","Y",88,15,0,0,0,0,"None","GdWo","None",0,"CWD","Family",2007-08-01
1389,"Fin",3,758,"TA","TA","Y",201,39,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1390,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1391,"RFn",2,541,"TA","TA","Y",219,36,0,0,0,0,"None","None","None",0,"WD","Normal",2006-09-01
1392,"Unf",3,792,"TA","TA","Y",0,152,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
1393,"RFn",1,288,"TA","TA","Y",175,144,0,0,0,0,"None","MnWw","None",0,"WD","Normal",2006-12-01
1394,"Unf",2,672,"Gd","TA","Y",0,25,212,0,0,0,"None","None","None",0,"WD","Normal",2008-04-01
1395,"Fin",3,648,"TA","TA","Y",161,20,0,0,0,0,"None","None","None",0,"New","Partial",2006-10-01
1396,"Fin",3,642,"TA","TA","Y",144,39,0,0,0,0,"None","None","None",0,"WD","Normal",2007-02-01
1397,"Unf",2,572,"TA","TA","N",0,0,50,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1398,"Unf",1,180,"Fa","Fa","N",24,0,150,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1399,"Unf",1,240,"TA","TA","Y",0,0,168,0,0,0,"None","GdPrv","None",0,"WD","Normal",2009-05-01
1400,"Unf",1,216,"Fa","TA","Y",147,16,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-10-01
1401,"RFn",1,208,"TA","TA","Y",0,0,112,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1402,"Fin",2,398,"TA","TA","Y",100,75,0,0,0,0,"None","None","None",0,"WD","Normal",2008-04-01
1403,"RFn",2,662,"TA","TA","Y",168,55,0,0,0,0,"None","None","None",0,"New","Partial",2006-07-01
1404,"Unf",3,754,"TA","TA","Y",168,160,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1405,"Unf",3,936,"TA","TA","Y",216,0,160,0,0,0,"None","MnPrv","None",0,"WD","Family",2006-01-01
1406,"Fin",2,482,"TA","TA","Y",128,53,0,0,155,0,"None","None","None",0,"WD","Normal",2008-01-01
1407,"Unf",2,396,"TA","TA","Y",58,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-03-01
1408,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-03-01
1409,"Unf",2,528,"TA","TA","Y",0,0,0,0,168,0,"None","None","None",0,"WD","Normal",2010-06-01
1410,"Fin",2,542,"TA","TA","Y",364,63,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-11-01
1411,"RFn",2,622,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1412,"Unf",1,271,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-09-01
1413,"Unf",2,420,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1414,"Fin",2,620,"TA","TA","Y",165,44,0,0,0,0,"None","None","None",0,"COD","Abnorml",2009-09-01
1415,"Unf",2,370,"TA","TA","N",0,0,0,0,220,0,"None","None","None",0,"WD","Normal",2008-06-01
1416,"RFn",3,660,"TA","TA","Y",143,20,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1417,"Unf",2,560,"TA","TA","N",0,0,114,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1418,"Fin",3,1069,"TA","TA","Y",0,126,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1419,"Unf",1,336,"TA","TA","Y",0,88,0,0,0,0,"None","None","None",0,"COD","Normal",2008-08-01
1420,"RFn",2,540,"TA","TA","Y",0,73,216,0,0,0,"None","None","None",0,"WD","Normal",2006-12-01
1421,"RFn",2,776,"TA","TA","Y",0,169,0,0,119,0,"None","None","None",0,"WD","Normal",2006-05-01
1422,"RFn",2,440,"TA","TA","Y",0,55,0,0,165,0,"None","None","None",0,"WD","Normal",2010-07-01
1423,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-03-01
1424,"Unf",2,432,"Gd","Gd","Y",586,236,0,0,0,738,"Gd","GdPrv","None",0,"WD","Alloca",2006-08-01
1425,"Unf",1,484,"TA","TA","Y",316,28,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-06-01
1426,"Unf",2,528,"TA","TA","Y",0,39,0,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
1427,"RFn",2,525,"TA","TA","Y",171,132,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
1428,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-04-01
1429,"Unf",1,240,"TA","TA","Y",0,0,154,0,0,0,"None","MnPrv","None",0,"WD","Abnorml",2010-02-01
1430,"Fin",2,467,"TA","TA","Y",0,0,99,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
