"Id","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt"
1089,"Ex","Y","SBrkr",970,739,0,1709,0,0,2,0,3,1,"Gd",7,"Maj1",0,"None","Detchd","2004"
1090,"Ex","Y","SBrkr",1247,0,0,1247,1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd","2005"
1091,"Fa","N","FuseA",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"None","Detchd","1987"
1092,"Ex","Y","SBrkr",624,628,0,1252,1,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","1999"
1093,"Fa","Y","SBrkr",1390,304,0,1694,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","1925"
1094,"Gd","Y","SBrkr",1200,0,0,1200,1,0,1,1,1,1,"Gd",6,"Typ",0,"None","Detchd","1977"
1095,"Ex","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","1956"
1096,"Gd","Y","SBrkr",1314,0,0,1314,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","2006"
1097,"TA","Y","SBrkr",773,582,0,1355,0,0,1,1,3,1,"Gd",7,"Typ",0,"None","None","None"
1098,"Ex","Y","SBrkr",1088,0,0,1088,0,0,1,1,2,1,"Gd",5,"Typ",0,"None","Attchd","1987"
1099,"TA","Y","SBrkr",757,567,0,1324,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1936"
1100,"TA","Y","SBrkr",1601,0,0,1601,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","1978"
1101,"TA","N","FuseF",438,0,0,438,0,0,1,0,1,1,"Fa",3,"Typ",0,"None","Detchd","1930"
1102,"TA","Y","SBrkr",950,0,0,950,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1981"
1103,"Ex","Y","SBrkr",1134,0,0,1134,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Attchd","1960"
1104,"Ex","Y","SBrkr",1194,0,0,1194,0,1,1,0,3,1,"TA",6,"Typ",1,"Fa","BuiltIn","1954"
1105,"TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd","1970"
1106,"Ex","Y","SBrkr",1500,1122,0,2622,1,0,2,1,3,1,"Gd",9,"Typ",2,"TA","Attchd","1994"
1107,"Gd","Y","SBrkr",1442,0,0,1442,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","1990"
1108,"Ex","Y","SBrkr",887,1134,0,2021,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","BuiltIn","2006"
1109,"Ex","Y","SBrkr",948,742,0,1690,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","2000"
1110,"Ex","Y","SBrkr",1836,0,0,1836,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2004"
1111,"Gd","Y","SBrkr",773,885,0,1658,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","1995"
1112,"TA","Y","SBrkr",1098,866,0,1964,0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd","1976"
1113,"TA","Y","FuseA",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1957"
1114,"Gd","Y","SBrkr",1008,0,0,1008,1,0,1,0,2,1,"Gd",6,"Typ",0,"None","Attchd","1953"
1115,"Ex","Y","SBrkr",833,0,0,833,0,0,1,0,2,1,"Gd",4,"Typ",0,"None","Detchd","1955"
1116,"Ex","Y","SBrkr",1734,0,0,1734,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd","2007"
1117,"Ex","Y","SBrkr",779,640,0,1419,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn","2002"
1118,"Ex","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"Gd",5,"Typ",0,"None","Attchd","1967"
1119,"TA","Y","SBrkr",1021,580,0,1601,0,1,1,0,3,1,"TA",6,"Min2",0,"None","BuiltIn","1958"
1120,"TA","Y","FuseA",1040,0,0,1040,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1959"
1121,"TA","Y","FuseA",1012,0,0,1012,0,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Detchd","1920"
1122,"Ex","Y","SBrkr",1552,0,0,1552,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2005"
1123,"Ex","Y","FuseA",960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Basment","1956"
1124,"Ex","Y","SBrkr",698,0,0,698,0,1,1,0,2,1,"TA",4,"Typ",0,"None","None","None"
1125,"Gd","Y","SBrkr",812,670,0,1482,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","1992"
1126,"TA","Y","SBrkr",1005,0,0,1005,0,0,1,0,2,1,"Fa",5,"Typ",1,"TA","Detchd","1977"
1127,"Ex","Y","SBrkr",1555,0,0,1555,0,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","2007"
1128,"Ex","Y","SBrkr",1530,0,0,1530,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2004"
1129,"Ex","Y","SBrkr",847,1112,0,1959,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","2004"
1130,"TA","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1980"
1131,"TA","Y","SBrkr",1328,653,0,1981,1,0,2,0,4,1,"Gd",7,"Min2",2,"TA","Detchd","1981"
1132,"TA","Y","SBrkr",974,0,0,974,0,0,1,0,3,1,"TA",5,"Typ",0,"None","None","None"
1133,"TA","Y","SBrkr",1178,1032,0,2210,0,0,2,0,5,1,"Fa",8,"Typ",0,"None","Detchd","1930"
1134,"Ex","Y","SBrkr",1142,878,0,2020,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1995"
1135,"Gd","Y","SBrkr",916,684,0,1600,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1997"
1136,"TA","N","SBrkr",986,0,0,986,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","1926"
1137,"TA","Y","FuseA",1032,220,0,1252,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1950"
1138,"Gd","N","SBrkr",780,240,0,1020,0,0,1,0,2,1,"TA",6,"Typ",0,"None","None","None"
1139,"TA","Y","SBrkr",1567,0,0,1567,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","1977"
1140,"TA","Y","SBrkr",1167,0,0,1167,0,0,1,0,3,1,"TA",6,"Maj1",1,"Gd","Detchd","1972"
1141,"TA","Y","SBrkr",952,0,0,952,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1988"
1142,"Ex","Y","SBrkr",1088,780,0,1868,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","1976"
1143,"Ex","Y","SBrkr",1466,1362,0,2828,1,0,3,0,4,1,"Gd",11,"Typ",1,"TA","BuiltIn","2006"
1144,"TA","Y","SBrkr",1006,0,0,1006,0,0,1,0,3,1,"TA",5,"Typ",0,"None","None","None"
1145,"Fa","N","FuseA",672,252,0,924,1,0,1,0,2,1,"Fa",5,"Typ",0,"None","Detchd","1941"
1146,"Ex","Y","SBrkr",1042,534,0,1576,0,0,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","1928"
1147,"TA","Y","SBrkr",1298,0,0,1298,1,0,2,0,3,1,"Gd",5,"Typ",1,"TA","Attchd","1985"
1148,"Ex","Y","SBrkr",860,704,0,1564,0,0,1,1,3,1,"Fa",7,"Typ",1,"Gd","Attchd","1941"
1149,"TA","Y","SBrkr",572,539,0,1111,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","1982"
1150,"Ex","Y","SBrkr",832,650,0,1482,0,1,1,0,3,1,"TA",7,"Typ",0,"None","Detchd","1930"
1151,"Ex","Y","FuseA",932,0,0,932,0,0,1,0,2,1,"Gd",4,"Typ",1,"Gd","Attchd","1950"
1152,"TA","Y","SBrkr",1466,0,0,1466,0,0,1,1,3,1,"Fa",6,"Typ",2,"Gd","Attchd","1959"
1153,"Ex","Y","SBrkr",1811,0,0,1811,0,0,1,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","1956"
1154,"Ex","Y","SBrkr",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","2002"
1155,"TA","Y","SBrkr",902,918,0,1820,0,0,1,2,4,1,"Gd",8,"Typ",2,"Gd","Attchd","1965"
1156,"TA","Y","SBrkr",1437,0,0,1437,1,0,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd","1976"
1157,"Gd","Y","SBrkr",1265,0,0,1265,0,1,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","1965"
1158,"Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2008"
1159,"Ex","Y","SBrkr",1580,0,0,1580,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2008"
1160,"TA","Y","SBrkr",943,933,0,1876,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","1974"
1161,"Fa","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1978"
1162,"Ex","Y","SBrkr",1640,0,0,1640,1,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","1993"
1163,"Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd","1968"
1164,"TA","Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"TA",6,"Typ",0,"None","CarPort","1969"
1165,"Ex","Y","SBrkr",1432,0,0,1432,1,0,1,1,2,1,"Gd",5,"Typ",1,"TA","Attchd","1978"
1166,"Ex","Y","SBrkr",1502,0,0,1502,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2009"
1167,"Ex","Y","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2008"
1168,"Ex","Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","2000"
1169,"Ex","Y","SBrkr",1236,872,0,2108,0,0,2,0,4,1,"Gd",7,"Typ",2,"TA","Basment","1935"
1170,"Ex","Y","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,"Typ",1,"TA","Attchd","1995"
1171,"TA","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd","1977"
1172,"Ex","Y","SBrkr",1261,0,0,1261,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","1958"
1173,"Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"None","Detchd","2006"
1174,"TA","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,"Gd","None","None"
1175,"TA","Y","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,"TA",9,"Typ",1,"Gd","Detchd","1932"
1176,"Ex","Y","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","1992"
1177,"TA","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1984"
1178,"TA","Y","SBrkr",818,406,0,1224,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1926"
1179,"Ex","Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd","1921"
1180,"Gd","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"TA",5,"Min2",1,"Gd","None","None"
1181,"Ex","Y","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,"TA",8,"Typ",0,"None","Attchd","1990"
1182,"Ex","Y","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","2008"
1183,"Ex","Y","SBrkr",2411,2065,0,4476,1,0,3,1,4,1,"Ex",10,"Typ",2,"TA","Attchd","1996"
1184,"Ex","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","1970"
1185,"Gd","Y","SBrkr",1572,0,0,1572,1,0,1,1,3,1,"TA",5,"Typ",2,"TA","2Types","1963"
1186,"Gd","Y","SBrkr",949,272,0,1221,1,0,1,0,4,1,"TA",7,"Typ",0,"None","Attchd","1965"
1187,"TA","Y","SBrkr",1014,685,0,1699,1,0,2,0,3,2,"TA",7,"Typ",0,"None","CarPort","1920"
1188,"Ex","Y","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"Gd",5,"Typ",1,"Fa","Attchd","1994"
1189,"Ex","Y","SBrkr",831,829,0,1660,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2002"
1190,"Gd","Y","SBrkr",1028,776,0,1804,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","1999"
1191,"Ex","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","2Types","1975"
1192,"Ex","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"None","Detchd","1999"
1193,"Gd","Y","SBrkr",842,630,0,1472,0,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","1925"
1194,"Ex","Y","SBrkr",1224,0,0,1224,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd","1999"
1195,"TA","Y","SBrkr",663,689,0,1352,0,0,1,1,4,1,"TA",7,"Typ",0,"None","Attchd","1969"
1196,"Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd","2005"
1197,"Ex","Y","SBrkr",879,984,0,1863,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn","2006"
1198,"Ex","Y","SBrkr",815,875,0,1690,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","1916"
1199,"Ex","Y","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2001"
1200,"Gd","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","1974"
1201,"Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1972"
1202,"Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","1998"
1203,"Ex","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd","1960"
1204,"Ex","Y","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","2000"
1205,"Ex","Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1975"
1206,"Gd","Y","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","1990"
1207,"TA","Y","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1966"
1208,"Ex","Y","SBrkr",1700,0,0,1700,1,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2003"
1209,"TA","Y","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1980"
1210,"Ex","Y","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","2006"
1211,"Ex","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1992"
1212,"Gd","Y","SBrkr",1080,672,0,1752,0,0,2,0,4,1,"TA",8,"Typ",0,"None","Basment","1988"
1213,"TA","Y","SBrkr",672,0,0,672,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","1941"
1214,"Ex","Y","SBrkr",960,0,0,960,1,1,0,0,0,1,"TA",3,"Typ",0,"None","Attchd","1965"
1215,"TA","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1962"
1216,"TA","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1966"
1217,"TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Attchd","1978"
1218,"Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2009"
1219,"Gd","N","SBrkr",672,240,0,912,0,0,1,0,2,1,"TA",3,"Typ",0,"None","None","None"
1220,"TA","Y","SBrkr",672,546,0,1218,0,0,1,1,3,1,"TA",7,"Typ",0,"None","None","None"
1221,"TA","Y","SBrkr",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd","1964"
1222,"Ex","Y","SBrkr",1211,0,0,1211,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd","1968"
1223,"Ex","Y","SBrkr",1168,678,0,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","1949"
1224,"TA","N","FuseA",2136,0,0,2136,0,0,2,0,4,1,"TA",7,"Mod",0,"None","Detchd","1951"
1225,"Ex","Y","SBrkr",788,702,0,1490,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","2004"
1226,"Ex","Y","SBrkr",1138,0,0,1138,0,1,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1958"
1227,"Ex","Y","SBrkr",894,1039,0,1933,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn","2007"
1228,"Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","Detchd","1992"
1229,"Ex","Y","SBrkr",1702,0,0,1702,1,0,1,1,1,1,"Ex",7,"Typ",1,"Gd","Attchd","2008"
1230,"Gd","Y","SBrkr",1507,0,0,1507,0,0,2,0,4,1,"TA",7,"Maj1",0,"None","Basment","1960"
1231,"Ex","Y","SBrkr",1361,1259,0,2620,0,0,2,2,4,2,"TA",12,"Typ",1,"TA","BuiltIn","1977"
1232,"TA","Y","SBrkr",1190,0,0,1190,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1962"
1233,"TA","Y","SBrkr",1224,0,0,1224,0,0,2,0,2,2,"TA",6,"Typ",0,"None","CarPort","1962"
1234,"Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1959"
1235,"TA","N","FuseA",1024,940,0,1964,0,0,1,1,4,1,"TA",7,"Typ",0,"None","None","None"
1236,"Gd","Y","FuseF",892,892,0,1784,0,0,1,1,4,1,"TA",9,"Typ",0,"None","Detchd","1914"
1237,"Ex","Y","SBrkr",764,862,0,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"None","BuiltIn","2003"
1238,"Ex","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","2004"
1239,"Ex","Y","SBrkr",1141,0,0,1141,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd","2005"
1240,"Ex","Y","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","2006"
1241,"Ex","Y","SBrkr",884,884,0,1768,1,0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd","2003"
1242,"Ex","Y","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2007"
1243,"TA","Y","SBrkr",1173,0,0,1173,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd","1974"
1244,"Ex","Y","SBrkr",2076,0,0,2076,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd","2006"
1245,"Fa","Y","SBrkr",792,725,0,1517,0,0,1,0,3,1,"Gd",7,"Typ",2,"Gd","Detchd","1931"
1246,"Ex","Y","SBrkr",1140,728,0,1868,0,0,3,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn","1984"
1247,"Ex","Y","SBrkr",756,797,0,1553,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2005"
1248,"TA","Y","SBrkr",1034,0,0,1034,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1976"
1249,"Fa","N","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd","1950"
1250,"TA","Y","SBrkr",988,0,0,988,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1950"
1251,"Ex","Y","SBrkr",2110,0,0,2110,1,0,2,1,3,1,"Ex",8,"Typ",2,"TA","Attchd","1968"
1252,"Ex","Y","SBrkr",1405,0,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2003"
1253,"TA","Y","SBrkr",874,0,0,874,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1968"
1254,"TA","Y","SBrkr",1516,651,0,2167,1,0,2,1,3,1,"Gd",9,"Typ",2,"Gd","Attchd","1974"
1255,"Ex","Y","SBrkr",760,896,0,1656,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn","2003"
1256,"TA","Y","FuseA",959,408,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","1978"
1257,"Ex","Y","SBrkr",1987,0,0,1987,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","1994"
1258,"Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,"None","None","None"
1259,"Ex","Y","SBrkr",1166,0,0,1166,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd","2005"
1260,"Gd","Y","SBrkr",1054,0,0,1054,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1969"
1261,"Ex","Y","SBrkr",892,783,0,1675,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn","1999"
1262,"Gd","Y","SBrkr",1050,0,0,1050,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd","1956"
1263,"Ex","Y","FuseA",1104,684,0,1788,1,0,1,0,5,1,"TA",8,"Min2",2,"TA","Attchd","1957"
1264,"Ex","Y","FuseA",1060,764,0,1824,0,0,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","1940"
1265,"Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd","1998"
1266,"Ex","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Gd",6,"Typ",0,"None","Detchd","1999"
1267,"TA","N","FuseF",964,925,0,1889,0,0,1,1,4,2,"TA",9,"Typ",1,"Gd","Detchd","1960"
1268,"Ex","Y","SBrkr",2018,0,0,2018,0,0,2,0,3,1,"Ex",10,"Typ",1,"Gd","Attchd","2009"
1269,"Ex","Y","SBrkr",1968,1479,0,3447,0,0,3,1,4,1,"Gd",11,"Typ",2,"Gd","BuiltIn","1982"
1270,"TA","Y","FuseA",874,650,0,1524,0,0,1,1,3,1,"TA",7,"Typ",0,"None","Attchd","1958"
1271,"TA","Y","SBrkr",1332,192,0,1524,2,0,0,1,0,1,"Gd",4,"Typ",1,"TA","Attchd","1979"
1272,"Gd","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","1968"
1273,"TA","Y","SBrkr",935,0,0,935,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1965"
1274,"Gd","Y","SBrkr",1357,0,0,1357,1,0,1,0,2,1,"Ex",5,"Typ",1,"Gd","Basment","1959"
1275,"Ex","Y","SBrkr",661,589,0,1250,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","1985"
1276,"Gd","Y","FuseA",928,992,0,1920,0,0,2,0,4,2,"TA",10,"Typ",0,"None","Detchd","1948"
1277,"TA","Y","SBrkr",735,660,0,1395,0,1,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1972"
1278,"Fa","Y","SBrkr",1724,0,0,1724,1,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd","1967"
1279,"Ex","Y","SBrkr",1128,903,0,2031,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2002"
1280,"TA","Y","FuseA",698,430,0,1128,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1980"
1281,"Ex","Y","SBrkr",1573,0,0,1573,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2002"
1282,"TA","Y","SBrkr",1339,0,0,1339,1,0,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","1990"
1283,"TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"Gd",5,"Typ",0,"None","Detchd","1977"
1284,"TA","Y","SBrkr",912,912,0,1824,0,0,2,2,4,2,"TA",8,"Typ",0,"None","None","None"
1285,"Ex","Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,"Gd",10,"Min2",1,"Gd","Detchd","1969"
1286,"Ex","Y","FuseF",825,587,0,1412,0,0,1,0,4,1,"TA",6,"Typ",1,"Gd","Detchd","1939"
1287,"TA","Y","SBrkr",1328,0,0,1328,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","1963"
1288,"Fa","Y","SBrkr",1582,0,0,1582,0,1,2,0,4,1,"TA",7,"Typ",0,"None","Attchd","1964"
1289,"Ex","Y","SBrkr",1659,0,0,1659,1,0,2,0,2,1,"Ex",5,"Typ",1,"Ex","Attchd","2000"
1290,"Ex","Y","SBrkr",1120,850,0,1970,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","BuiltIn","2006"
1291,"TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","1964"
1292,"TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd","1972"
1293,"TA","N","SBrkr",1378,994,0,2372,0,0,2,0,4,2,"TA",11,"Min2",0,"None","Attchd","1985"
1294,"TA","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd","1976"
1295,"TA","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1957"
1296,"Gd","Y","SBrkr",1052,0,0,1052,1,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd","1968"
1297,"Gd","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd","1963"
1298,"Gd","Y","SBrkr",1072,0,0,1072,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Basment","2005"
1299,"Ex","Y","SBrkr",4692,950,0,5642,2,0,2,1,3,1,"Ex",12,"Typ",3,"Gd","Attchd","2008"
1300,"Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Gd",6,"Typ",0,"None","Attchd","1959"
1301,"Ex","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","1999"
1302,"Fa","Y","SBrkr",753,741,0,1494,0,0,1,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd","1942"
1303,"Ex","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","1994"
