"","Id","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating"
"523",523,1950,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",399,"Unf",0,605,1004,"GasA"
"524",524,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",762,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2260,"Unf",0,878,3138,"GasA"
"525",525,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",594,"Gd","TA","PConc","Gd","TA","No","GLQ",719,"Unf",0,660,1379,"GasA"
"526",526,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1257,1257,"GasA"
"527",527,2000,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","No","Rec",377,"Unf",0,551,928,"GasA"
"528",528,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",268,"Ex","TA","PConc","Ex","TA","Av","GLQ",1330,"Unf",0,122,1452,"GasA"
"529",529,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","ALQ",348,"Unf",0,180,528,"GasA"
"530",530,1975,"Hip","CompShg","Wd Sdng","Stone","None",0,"Gd","TA","PConc","TA","TA","No","Rec",1219,"Unf",0,816,2035,"GasA"
"531",531,1989,"Gable","CompShg","HdBoard","HdBoard","BrkFace",219,"Gd","TA","CBlock","Gd","TA","Av","GLQ",783,"Unf",0,678,1461,"GasA"
"532",532,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","Mn","Unf",0,"Unf",0,611,611,"GasA"
"533",533,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"534",534,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Fa","Fa","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"535",535,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,707,707,"GasA"
"536",536,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",969,"Unf",0,148,1117,"GasA"
"537",537,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,880,880,"GasA"
"538",538,1972,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",600,"Unf",0,264,864,"GasA"
"539",539,1968,"Hip","CompShg","Plywood","Plywood","BrkFace",188,"TA","TA","CBlock","TA","TA","No","BLQ",673,"Unf",0,378,1051,"GasA"
"540",540,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",479,"Gd","TA","PConc","Gd","TA","Av","GLQ",1358,"Unf",0,223,1581,"GasA"
"541",541,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",584,"Ex","TA","PConc","Ex","TA","Av","GLQ",1260,"Unf",0,578,1838,"GasA"
"542",542,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,969,969,"GasA"
"543",543,1999,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","LwQ",144,"GLQ",1127,379,1650,"GasA"
"544",544,1998,"Gable","CompShg","MetalSd","MetalSd","BrkFace",182,"TA","TA","PConc","Gd","TA","Av","GLQ",584,"LwQ",139,0,723,"GasA"
"545",545,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",554,"Unf",0,100,654,"GasA"
"546",546,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",178,"Gd","Gd","PConc","Gd","Gd","No","GLQ",1002,"LwQ",202,0,1204,"GasA"
"547",547,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",300,"Unf",0,765,1065,"GasA"
"548",548,1970,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","Gd","TA","Av","ALQ",619,"Unf",0,149,768,"GasA"
"549",549,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","LwQ",180,"Rec",645,0,825,"GasA"
"550",550,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,912,912,"GasA"
"551",551,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",559,"Unf",0,510,1069,"GasA"
"552",552,1957,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",308,"Unf",0,620,928,"GasA"
"553",553,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",250,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1709,1709,"GasA"
"554",554,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA"
"555",555,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",292,"Gd","TA","PConc","Gd","TA","No","GLQ",866,"Unf",0,132,998,"GasA"
"556",556,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,993,993,"GasA"
"557",557,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",895,"Unf",0,197,1092,"GasA"
"558",558,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",637,"None",0,0,637,"GasA"
"559",559,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",604,"Unf",0,125,729,"GasA"
"560",560,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1374,1374,"GasA"
"561",561,1996,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",180,"TA","TA","CBlock","Gd","TA","No","ALQ",1302,"Unf",0,90,1392,"GasA"
"562",562,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",1071,"LwQ",123,195,1389,"GasA"
"563",563,1969,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",290,"Unf",0,706,996,"GasA"
"564",564,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,1163,1163,"GasA"
"565",565,2000,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",728,"Unf",0,367,1095,"GasA"
"566",566,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,806,806,"GasA"
"567",567,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",245,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1122,1122,"GasA"
"568",568,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",168,"Gd","TA","PConc","Gd","TA","No","GLQ",2,"Unf",0,1515,1517,"GasA"
"569",569,2009,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1441,"Unf",0,55,1496,"GasA"
"570",570,1979,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",943,"None",0,0,943,"GasA"
"571",571,1965,"Gable","CompShg","HdBoard","HdBoard","BrkFace",108,"TA","TA","CBlock","TA","TA","No","LwQ",231,"Unf",0,1497,1728,"GasA"
"572",572,1959,"Gable","CompShg","WdShing","Wd Shng","BrkFace",207,"TA","TA","CBlock","TA","TA","No","BLQ",414,"Unf",0,450,864,"GasA"
"573",573,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,846,846,"GasA"
"574",574,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA"
"575",575,2005,"Gambrel","CompShg","MetalSd","AsphShn","BrkFace",82,"TA","TA","CBlock","TA","TA","Av","ALQ",349,"Unf",0,23,372,"GasA"
"576",576,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,390,832,"GasA"
"577",577,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,861,861,"GasA"
"578",578,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",97,"TA","TA","CBlock","TA","TA","Av","LwQ",328,"ALQ",551,285,1164,"GasA"
"579",579,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,689,689,"GasA"
"580",580,1954,"Gable","CompShg","MetalSd","MetalSd","BrkFace",335,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1050,1050,"GasA"
"581",581,1987,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",85,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Rec",219,331,1144,"GasA"
"582",582,2009,"Hip","CompShg","VinylSd","VinylSd","BrkFace",306,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,2042,2042,"GasA"
"583",583,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",104,"TA","Gd","CBlock","Gd","TA","Av","GLQ",816,"None",0,0,816,"GasA"
"584",584,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Ex","Ex","BrkTil","TA","TA","No","Unf",0,"Unf",0,1237,1237,"GasA"
"585",585,1995,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA"
"586",586,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",208,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1460,"Unf",0,408,1868,"GasA"
"587",587,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Gd","BrkTil","TA","Gd","Mn","Rec",210,"ALQ",606,0,816,"GasA"
"588",588,1982,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",672,"Unf",0,168,840,"GasA"
"589",589,2003,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",1324,"Unf",0,113,1437,"GasA"
"590",590,1960,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,742,742,"GasA"
"591",591,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",490,"Unf",0,280,770,"GasA"
"592",592,2008,"Gable","CompShg","CemntBd","CmentBd","Stone",420,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1338,"Unf",0,384,1722,"GasA"
"593",593,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","PConc","TA","Gd","No","GLQ",816,"None",0,0,816,"GasA"
"594",594,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",685,"Unf",0,163,848,"GasA"
"595",595,1975,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,924,924,"GasA"
"596",596,2006,"Gable","CompShg","VinylSd","Other","BrkFace",238,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1422,"Unf",0,392,1814,"GasA"
"597",597,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,684,684,"GasA"
"598",598,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1258,1258,"GasA"
"599",599,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",459,"TA","TA","CBlock","Gd","TA","Mn","ALQ",1283,"LwQ",147,0,1430,"GasA"
"600",600,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","LwQ",81,"GLQ",612,23,716,"GasA"
"601",601,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,"Gd","TA","PConc","Gd","TA","Av","GLQ",546,"Unf",0,512,1058,"GasA"
"602",602,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA"
"603",603,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",789,"Unf",0,119,908,"GasA"
"604",604,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA"
"605",605,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",99,"Gd","TA","PConc","Gd","TA","Mn","GLQ",922,"Unf",0,572,1494,"GasA"
"606",606,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",176,"TA","TA","CBlock","TA","TA","No","BLQ",454,"Unf",0,314,768,"GasA"
"607",607,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",732,"Unf",0,308,1040,"GasA"
"608",608,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Gd","No","GLQ",603,"Unf",0,293,896,"GasA"
"609",609,1998,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",428,"Unf",0,537,965,"GasA"
"610",610,1961,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",192,"TA","Fa","CBlock","TA","TA","Mn","Rec",903,"Unf",0,126,1029,"GasA"
"611",611,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",204,"Gd","TA","PConc","Ex","TA","Mn","GLQ",904,"Unf",0,536,1440,"GasA"
"612",612,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",233,"TA","TA","CBlock","Gd","TA","Av","ALQ",605,"Unf",0,427,1032,"GasA"
"613",613,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","Av","GLQ",990,"Unf",0,309,1299,"GasA"
"614",614,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",206,"Unf",0,914,1120,"GasA"
"615",615,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",150,"GLQ",480,0,630,"GasA"
"616",616,1963,"Gable","CompShg","MetalSd","MetalSd","BrkFace",156,"TA","Gd","PConc","TA","TA","Gd","GLQ",763,"Unf",0,173,936,"GasA"
"617",617,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",457,"Unf",0,326,783,"GasA"
"618",618,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA"
"619",619,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",452,"Ex","TA","PConc","Ex","TA","Av","GLQ",48,"Unf",0,1774,1822,"GasA"
"620",620,2003,"Hip","CompShg","VinylSd","VinylSd","Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ",871,"Unf",0,611,1482,"GasA"
"621",621,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA"
"622",622,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"GasA"
"623",623,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA"
"624",624,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420,"Unf",0,336,756,"GasA"
"625",625,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"GasA"
"626",626,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1116,1116,"GasA"
"627",627,1978,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,978,978,"GasA"
"628",628,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674,"LwQ",132,350,1156,"GasA"
"629",629,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"GasA"
"630",630,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",624,"Rec",336,288,1248,"GasA"
"631",631,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"GasA"
"632",632,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"GasA"
"633",633,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822,"Unf",0,564,1386,"GasA"
"634",634,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480,"LwQ",468,108,1056,"GasA"
"635",635,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"None",0,0,1056,"GasA"
"636",636,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"GasA"
"637",637,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,264,264,"Grav"
"638",638,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,811,811,"GasA"
"639",639,1950,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,796,796,"GasA"
"640",640,2006,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",1154,"Unf",0,366,1520,"GasA"
"641",641,2004,"Hip","CompShg","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,300,1518,"GasA"
"642",642,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",738,"Unf",0,319,1057,"GasA"
"643",643,1995,"Gable","CompShg","Plywood","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1410,"Unf",0,542,1952,"GasA"
"644",644,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA"
"645",645,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA"
"646",646,1971,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",282,"LwQ",35,664,981,"GasA"
"647",647,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA"
"648",648,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500,"Unf",0,594,1094,"GasA"
"649",649,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA"
"650",650,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"GasA"
"651",651,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"GasA"
"652",652,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,755,755,"GasA"
"653",653,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"GasA"
"654",654,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA"
"655",655,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696,"Unf",0,413,2109,"GasA"
"656",656,1971,"Gable","CompShg","HdBoard","ImStucc","BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,525,525,"GasA"
"657",657,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"GasA"
"658",658,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA"
"659",659,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA"
"660",660,1999,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","BLQ",637,"Unf",0,849,1486,"GasA"
"661",661,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",233,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,793,793,"GasA"
"662",662,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",1361,"Rec",180,88,1629,"GasA"
"663",663,1968,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",216,"TA","TA","CBlock","Fa","Fa","No","Unf",0,"Unf",0,1392,1392,"GasA"
"664",664,1972,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",920,"Rec",180,38,1138,"GasA"
"665",665,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1721,"Unf",0,356,2077,"GasA"
"666",666,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA"
"667",667,1979,"Flat","Tar&Grv","Plywood","Plywood","BrkCmn",113,"TA","Gd","CBlock","Gd","TA","No","LwQ",187,"Rec",723,111,1021,"GasA"
"668",668,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"GasA"
"669",669,1987,"Gable","CompShg","CemntBd","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",988,"Unf",0,200,1188,"GasA"
"670",670,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,700,700,"GasA"
"671",671,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",193,"Unf",0,545,738,"GasA"
"672",672,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",551,"Unf",0,121,672,"GasA"
"673",673,1977,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","No","ALQ",767,"Unf",0,441,1208,"GasA"
"674",674,2004,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA"
"675",675,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",892,"Unf",0,244,1136,"GasA"
"676",676,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"Unf",0,544,855,"GasA"
"677",677,1950,"Gable","CompShg","AsbShng","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1095,1095,"GasW"
"678",678,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA"
"679",679,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",464,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,2046,2046,"GasA"
"680",680,1961,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",57,"TA","TA","CBlock","TA","TA","No","Rec",827,"Unf",0,161,988,"GasA"
"681",681,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",543,"BLQ",119,261,923,"GasA"
"682",682,2000,"Gable","CompShg","VinylSd","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",182,"Unf",0,611,793,"GasA"
"683",683,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1003,"Unf",0,288,1291,"GasA"
"684",684,2002,"Hip","CompShg","VinylSd","VinylSd","Stone",215,"Gd","TA","PConc","Gd","TA","Av","GLQ",1059,"Unf",0,567,1626,"GasA"
"685",685,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1195,1195,"GasA"
"686",686,1984,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",828,"LwQ",182,180,1190,"GasA"
"687",687,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,874,874,"GasA"
"688",688,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",239,"Unf",0,312,551,"GasA"
"689",689,2007,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",945,"Unf",0,474,1419,"GasA"
"690",690,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",20,"Unf",0,1342,1362,"GasA"
"691",691,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",147,"Gd","TA","PConc","Gd","TA","Gd","GLQ",697,"Unf",0,151,848,"GasA"
