"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
214,"20","RL",43,13568,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Med","Norm","Fam","Med","5","5",1995,1995,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",716,"Unf",0,274,990,"GasA","Ex","Y","High",990,0,0,990,0,1,1,0,3,1,"TA",5,"High",0,"Low","High",1996,"Unf",2,576,"TA","TA","Y",224,0,0,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",156000
215,"60","RL",72.4626816102293,10900,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","6","7",1977,1977,"Low","Low","High","Med","BrkFace",153,"TA","TA","Stone","Gd","High","No","High",378,"Unf",0,311,689,"GasA","Ex","Y","High",689,703,0,1392,0,0,1,1,3,1,"TA",6,"High",0,"Low","High",1977,"Fin",1,299,"TA","TA","Y",0,36,0,0,0,0,"Low","Med","Shed",450,3,2010,"Med","Med_High",161750
216,"20","RL",72,10011,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","6",1957,1996,"Low","Low","High","Med","BrkFace",64,"TA","TA","Stone","TA","High","No","Low",360,"Unf",0,710,1070,"GasA","Med","Y","High",1236,0,0,1236,0,1,1,0,2,1,"Gd",6,"Med",1,"Fa","High",1957,"Unf",1,447,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,5,2006,"Med","Med_High",134450
217,"20","RL",65,8450,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2004,2004,"Low","Low","VinylSd","VinylSd","BrkFace",266,"Gd","TA","Other","Gd","High","Med","High",946,"Unf",0,490,1436,"GasA","Ex","Y","High",1436,0,0,1436,1,0,2,0,3,1,"Gd",8,"High",0,"Low","High",2004,"Unf",2,484,"TA","TA","Y",139,98,0,0,0,0,"Low","None","None",0,4,2008,"Med","Med_High",210000
218,"70","Othr",57,9906,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","High","4","4",1925,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,686,686,"GasA","Med","N","High",810,518,0,1328,0,0,1,0,3,1,"TA",8,"High",0,"Low","Med",1940,"Unf",1,210,"TA","TA","Y",0,172,60,0,0,0,"Low","None","None",0,9,2006,"Med","Med",107000
219,"50","RL",84.9933285754284,15660,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Low","7","9",1939,2006,"Low","Low","VinylSd","VinylSd","BrkFace",312,"Gd","Gd","Stone","TA","High","No","Low",341,"Unf",0,457,798,"GasA","Ex","Y","High",1137,817,0,1954,0,1,1,1,3,1,"Gd",8,"High",2,"TA","High",1939,"Unf",2,431,"TA","TA","Y",0,119,150,0,0,0,"Low","None","None",0,5,2008,"Med","Med_High",311500
220,"120","RL",43,3010,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2005,2006,"Low","Low","VinylSd","VinylSd","BrkFace",16,"Gd","TA","Other","Gd","High","Med","High",16,"Unf",0,1232,1248,"GasA","Ex","Y","High",1248,0,0,1248,0,0,2,0,2,1,"Gd",5,"High",0,"Low","High",2005,"Fin",2,438,"TA","TA","Y",108,0,0,0,0,0,"Low","None","None",0,3,2006,"High","High",167240
221,"20","RL",73,8990,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2006,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med",0,"Unf",0,1498,1498,"GasA","Ex","Y","High",1498,0,0,1498,0,0,2,0,2,1,"Gd",5,"High",0,"Low","High",2006,"RFn",2,675,"TA","TA","Y",351,33,0,0,0,0,"Low","None","None",0,4,2006,"High","High",204900
222,"60","RL",65.0074731637074,8068,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",2002,2002,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,1010,1010,"GasA","Ex","Y","High",1010,1257,0,2267,0,0,2,1,4,1,"Gd",8,"High",1,"TA","Highest",2002,"RFn",2,390,"TA","TA","Y",120,46,0,0,0,0,"Low","None","None",0,12,2009,"Low","Med_High",200000
223,"60","RL",85,11475,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","6",1975,1975,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","Gd","High","No","Med",550,"Unf",0,163,713,"GasA","Med","Y","High",811,741,0,1552,1,0,2,1,3,1,"TA",6,"High",1,"TA","High",1975,"RFn",2,434,"TA","TA","Y",209,208,0,0,0,0,"Low","Med","None",0,2,2006,"Med","Med_High",179900
224,"20","RL",70,10500,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","6",1971,1971,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",524,"LwQ",180,160,864,"GasA","Med","Y","High",864,0,0,864,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1989,"Unf",2,576,"TA","TA","Y",216,0,0,0,0,0,"Low","None","None",0,3,2009,"Med","Med",97000
225,"20","RL",103,13472,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","10","5",2003,2003,"Med","Low","VinylSd","VinylSd","BrkFace",922,"Ex","TA","Other","Ex","High","Gd","High",56,"Unf",0,2336,2392,"GasA","Ex","Y","High",2392,0,0,2392,0,0,2,0,3,1,"Ex",8,"High",1,"Ex","High",2003,"Fin",3,968,"TA","TA","Y",248,105,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med_High",386250
226,"160","Othr",21,1680,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","fmCon","High","5","5",1971,1971,"Low","Low","High","Med","BrkFace",142,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,630,630,"GasA","Med","Y","High",630,672,0,1302,0,0,2,1,3,1,"TA",6,"High",0,"Low","Med",1991,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,5,2009,"Med","Med",112000
227,"60","RL",82,9950,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","7","5",1995,1995,"Low","Low","VinylSd","VinylSd","BrkFace",290,"Gd","TA","Other","Gd","High","No","High",565,"Unf",0,638,1203,"GasA","Ex","Y","High",1214,1306,0,2520,0,0,2,1,4,1,"Gd",9,"High",1,"TA","High",1995,"RFn",3,721,"TA","TA","Y",224,114,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med",290000
228,"160","Othr",21,1869,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","fmCon","High","6","6",1970,1970,"Low","Low","High","Med","BrkFace",127,"TA","TA","Stone","TA","High","No","Low",321,"Unf",0,162,483,"GasA","Med","Y","High",483,504,0,987,0,0,1,1,2,1,"TA",5,"High",0,"Low","Med",1987,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,9,2008,"Med","Med_High",106000
229,"20","RL",70,8521,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","Med","5","5",1967,1967,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",842,"Unf",0,70,912,"GasA","Med","Y","High",912,0,0,912,0,0,1,0,3,1,"TA",5,"High",1,"Fa","Med",1974,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,5,2010,"Med","Med_High",125000
230,"120","RL",43,3182,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2005,2006,"Low","Low","VinylSd","VinylSd","BrkFace",16,"Gd","TA","Other","Gd","High","Med","High",16,"Unf",0,1357,1373,"GasA","Ex","Y","High",1555,0,0,1555,0,0,2,0,2,1,"Gd",7,"High",1,"TA","High",2005,"Fin",2,430,"TA","TA","Y",143,20,0,0,0,0,"Low","None","None",0,5,2009,"Med","Med_High",192500
231,"20","RL",73,8760,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","6",1959,1959,"Med","Low","Med","Low","BrkFace",220,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,1194,1194,"GasA","Med","Y","High",1194,0,0,1194,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1959,"RFn",1,312,"TA","TA","Y",0,0,120,0,0,0,"Low","None","None",0,4,2010,"Med","Med_High",148000
232,"60","RL",174,15138,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","8","5",1995,1996,"Low","Low","VinylSd","VinylSd","BrkFace",506,"Gd","TA","Other","Gd","High","No","High",689,"Unf",0,773,1462,"GasA","Ex","Y","High",1490,1304,0,2794,1,0,2,1,4,1,"Ex",9,"High",1,"TA","High",1995,"Fin",3,810,"TA","TA","Y",0,146,202,0,0,0,"Low","None","None",0,7,2009,"Med","Med_High",403000
233,"160","Othr",21,1680,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","fmCon","High","6","5",1972,1972,"Low","Low","High","Med","BrkFace",297,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,483,483,"GasA","Med","Y","High",483,504,0,987,0,0,1,1,2,1,"TA",5,"High",1,"Low","High",1972,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",94500
234,"20","RL",75,10650,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","6",1976,1976,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","Med","Low",182,"ALQ",712,0,894,"GasA","Med","Y","High",894,0,0,894,1,0,1,0,3,1,"TA",5,"High",0,"Low","High",1976,"Unf",1,308,"TA","TA","Y",365,0,0,0,0,0,"Low","Med","None",0,2,2010,"Med","Med_High",128200
235,"60","RL",64.4362230814704,7851,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",2002,2002,"Low","Low","VinylSd","VinylSd","BrkFace",261.6724,"Gd","TA","Other","Gd","High","No","High",625,"Unf",0,235,860,"GasA","Ex","Y","High",860,1100,0,1960,1,0,2,1,4,1,"Gd",8,"High",2,"TA","Highest",2002,"Fin",2,440,"TA","TA","Y",288,48,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",216500
236,"160","Othr",21,1680,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","High","6","Low",1971,1971,"Low","Low","High","Med","BrkFace",604,"TA","TA","Stone","TA","High","No","Med",358,"Unf",0,125,483,"GasA","Med","Y","High",483,504,0,987,0,0,1,1,2,1,"TA",5,"High",0,"Low","Med",1971,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,8,2008,"Med","Med_High",89500
237,"20","RL",65,8773,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2004,2004,"Low","Low","VinylSd","VinylSd","BrkFace",98,"Gd","TA","Other","Gd","High","Med","High",24,"Unf",0,1390,1414,"GasA","Ex","Y","High",1414,0,0,1414,0,0,2,0,3,1,"Gd",6,"High",0,"Low","High",2004,"RFn",2,494,"TA","TA","Y",132,105,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",185500
238,"60","RL",68.6534702323631,9453,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","High","Norm","Fam","High","7","7",1993,2003,"Low","Low","High","Med","None",0,"Gd","TA","Other","Gd","High","No","Low",402,"Unf",0,594,996,"GasA","Ex","Y","High",1014,730,0,1744,0,0,2,1,3,1,"Gd",7,"High",0,"Low","High",1993,"RFn",2,457,"TA","TA","Y",370,70,0,238,0,0,"Low","None","None",0,2,2010,"Med","Med_High",194500
239,"20","RL",93,12030,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","8","5",2007,2007,"Med","Low","VinylSd","VinylSd","BrkFace",254,"Ex","TA","Other","Ex","High","No","Med",0,"Unf",0,1694,1694,"GasA","Ex","Y","High",1694,0,0,1694,0,0,2,0,3,1,"Gd",7,"High",0,"Low","High",2007,"Fin",3,818,"TA","TA","Y",168,228,0,0,0,0,"Low","None","None",0,12,2007,"High","High",318000
240,"50","RL",52,8741,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","6","4",1945,1950,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","Med","No","Low",94,"Unf",0,641,735,"GasA","Med","Y","Med",798,689,0,1487,0,0,1,1,3,1,"TA",7,"High",1,"TA","Med",1949,"Unf",1,220,"TA","TA","Y",0,140,0,0,0,0,"Low","Med","None",0,4,2010,"Med","Med_High",113000
241,"20","FV",75,9000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","5",2008,2008,"Low","Low","VinylSd","VinylSd","Stone",36,"Gd","TA","Other","Gd","High","Med","High",1078,"Unf",0,488,1566,"GasA","Ex","Y","High",1566,0,0,1566,1,0,2,0,3,1,"Gd",7,"High",0,"Low","High",2008,"RFn",2,750,"TA","TA","Y",144,168,0,0,0,0,"Low","None","None",0,4,2010,"Med","Med_High",262500
242,"30","Othr",40,3880,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","9",1945,1997,"Low","Low","VinylSd","VinylSd","None",0,"TA","Gd","Stone","TA","High","No","Med",329,"Unf",0,357,686,"GasA","Med","Y","High",866,0,0,866,0,0,1,0,2,1,"Gd",4,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",58,42,0,0,0,0,"Low","None","None",0,8,2007,"Med","Med_High",110500
243,"50","Othr",63,5000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","5","4",1900,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,"Unf",0,540,540,"GasA","Med","N","Med",889,551,0,1440,0,0,1,0,3,1,"TA",6,"High",0,"Low","High",1940,"Unf",1,352,"Fa","TA","Y",0,0,77,0,0,0,"Low","None","None",0,4,2006,"Med","Med_High",79000
244,"160","RL",75,10762,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","6",1980,1980,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","Gd","High","No","Med",0,"Unf",0,626,626,"GasA","Med","Y","High",626,591,0,1217,0,0,1,1,3,1,"TA",6,"High",1,"TA","High",1980,"RFn",1,288,"TA","TA","Y",0,28,0,0,0,0,"Low","None","None",0,4,2009,"Med","Med_High",120000
245,"60","RL",67.1450541165944,8880,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",1994,2002,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",695,"Unf",0,253,948,"GasA","Ex","Y","High",1222,888,0,2110,1,0,2,1,3,1,"Gd",8,"High",2,"Fa","High",1994,"RFn",2,463,"TA","TA","Y",0,130,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",205000
246,"20","RL",80,10400,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","7","5",1988,1988,"Low","Low","Med","Low","BrkFace",102,"TA","TA","Stone","Gd","High","Med","High",929,"Unf",0,916,1845,"GasA","Med","Y","High",1872,0,0,1872,0,1,2,0,3,1,"TA",6,"High",1,"TA","High",1988,"Fin",2,604,"TA","TA","Y",197,39,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",241500
247,"190","Othr",69,9142,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","fmCon","High","6","8",1910,1950,"Low","Low","Low","Lowest","None",0,"TA","Po","Stone","None","High","No","Med",0,"Unf",0,1020,1020,"GasA","Med","N","Low",908,1020,0,1928,0,0,2,0,4,2,"Fa",9,"High",0,"Low","Med",1910,"Unf",1,440,"Po","Po","Y",0,60,112,0,0,0,"Low","None","None",0,4,2006,"Med","Med_High",137000
248,"20","RL",75,11310,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","5",1954,1954,"Med","Low","Med","Med","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,1367,1367,"GasA","Ex","Y","High",1375,0,0,1375,0,0,1,0,2,1,"TA",5,"High",1,"TA","High",1954,"Unf",2,451,"TA","TA","Y",0,30,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",140000
249,"60","RL",72,11317,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",2003,2003,"Low","Low","VinylSd","VinylSd","BrkFace",101,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,840,840,"GasA","Ex","Y","High",840,828,0,1668,0,0,2,1,3,1,"Gd",8,"High",0,"Low","High",2003,"RFn",2,500,"TA","TA","Y",144,68,0,0,0,0,"Low","None","None",0,9,2007,"Med","Med_High",180000
250,"50","RL",462.334281514849,159000,"Pave","None","IRG","Low","AllPub","CulD","Othr","Med_High","Med","Norm","Fam","Low","6","7",1958,2006,"Low","Low","Med","Med","None",472,"Gd","TA","Stone","Gd","High","Gd","Low",697,"Unf",0,747,1444,"GasA","Med","Y","High",1444,700,0,2144,0,1,2,0,4,1,"Gd",7,"High",2,"TA","High",1958,"Fin",2,389,"TA","TA","Y",0,98,0,0,0,0,"Low","None","Shed",500,6,2007,"Med","Med_High",277000
251,"30","RL",55,5350,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","3","Low",1940,1966,"Low","Low","Med","Med","None",0,"TA","Po","Stone","TA","High","No","Med",0,"Unf",0,728,728,"GasA","Ex","Y","High",1306,0,0,1306,0,0,1,0,3,1,"Fa",6,"Med",0,"Low","Low",9999,"None",0,0,"None","None","Y",263,0,0,0,0,0,"Low","Med","Shed",450,5,2010,"Med","Med_High",76500
252,"120","Othr",44,4750,"Pave","None","IRG","HLS","AllPub","NotCulD","Othr","Med_High","Med","Norm","Fam","Med","8","5",2006,2007,"Med","Low","VinylSd","VinylSd","Stone",481,"Gd","TA","Other","Gd","High","Gd","High",1573,"Unf",0,0,1573,"GasA","Ex","Y","High",1625,0,0,1625,1,1,2,0,2,1,"Gd",5,"High",1,"TA","High",2006,"Fin",2,538,"TA","TA","Y",123,0,0,0,153,0,"Low","None","None",0,12,2007,"Med","Med",235000
253,"60","RL",65,8366,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",2004,2004,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,798,798,"GasA","Ex","Y","High",798,842,0,1640,0,0,2,1,3,1,"Gd",6,"High",0,"Low","High",2004,"RFn",2,520,"TA","TA","Y",138,45,0,0,0,0,"Low","None","None",0,12,2008,"Med","Med_High",173000
254,"80","RL",85,9350,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","7",1964,1991,"Med","Low","High","Med","BrkFace",108,"TA","TA","Stone","Gd","High","Gd","Low",270,"ALQ",580,452,1302,"GasA","Ex","Y","High",1302,0,0,1302,0,1,2,0,3,1,"Gd",7,"Med",0,"Low","High",1964,"RFn",1,309,"TA","TA","Y",333,0,0,0,0,0,"Low","Med","None",0,10,2007,"CWD","Med_High",158000
255,"20","RL",70,8400,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","6",1957,1957,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","Low",922,"Unf",0,392,1314,"GasA","Med","Y","High",1314,0,0,1314,1,0,1,0,3,1,"TA",5,"High",0,"Low","High",1957,"RFn",1,294,"TA","TA","Y",250,0,0,0,0,0,"Low","None","None",0,6,2010,"Med","Med_High",145000
256,"60","RL",66,8738,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",1999,1999,"Low","Low","VinylSd","VinylSd","BrkFace",302,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,975,975,"GasA","Ex","Y","High",1005,1286,0,2291,0,0,2,1,4,1,"Gd",8,"High",1,"TA","Highest",1999,"Fin",2,429,"TA","TA","Y",192,0,0,0,0,0,"Low","None","None",0,2,2006,"Med","Med_High",230000
257,"60","FV",64,8791,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","6","5",2003,2003,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Low",503,"Unf",0,361,864,"GasA","Ex","Y","High",864,864,0,1728,0,0,2,1,3,1,"Gd",7,"High",0,"Low","High",2003,"RFn",2,673,"TA","TA","Y",216,56,0,0,0,0,"Low","None","None",0,5,2008,"Med","Med_High",207500
258,"20","RL",68,8814,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2006,2006,"Low","Low","VinylSd","VinylSd","Stone",180,"Gd","TA","Other","Gd","High","No","High",1334,"Unf",0,270,1604,"GasA","Ex","Y","High",1604,0,0,1604,1,0,2,1,3,1,"Gd",8,"High",1,"TA","High",2006,"RFn",2,660,"TA","TA","Y",123,110,0,0,0,0,"Low","None","None",0,3,2009,"Med","Med",220000
259,"60","RL",80,12435,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",2001,2001,"Low","Low","VinylSd","VinylSd","BrkFace",172,"Gd","TA","Other","Gd","High","No","High",361,"Unf",0,602,963,"GasA","Ex","Y","High",963,829,0,1792,0,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2001,"RFn",2,564,"TA","TA","Y",0,96,0,245,0,0,"Low","None","None",0,5,2008,"Med","Med_High",231500
260,"20","Othr",70,12702,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","5",1956,1956,"Low","Low","Highest","Med","None",0,"TA","TA","Other","None","Med","None","None",0,"None",0,0,0,"GasA","Med","Y","Med",882,0,0,882,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1956,"Unf",1,308,"TA","TA","Y",0,45,0,0,0,0,"Low","None","None",0,12,2008,"Med","Med_High",97000
261,"80","RL",120,19296,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","Med","6","5",1962,1962,"Low","Low","Med","Low","BrkFace",399,"TA","TA","Stone","TA","High","Gd","Low",672,"ALQ",690,0,1362,"GasA","Med","Y","High",1382,0,0,1382,1,0,1,0,3,1,"TA",6,"High",1,"TA","High",1991,"Unf",2,884,"TA","TA","Y",0,0,252,0,0,0,"Low","Med","None",0,5,2009,"Med","Med_High",176000
262,"60","RL",69,9588,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","8","5",2007,2007,"Low","Low","CemntBd","Highest","Stone",270,"Gd","TA","Other","Ex","High","No","Med",0,"Unf",0,1482,1482,"GasA","Ex","Y","High",1482,1092,0,2574,0,0,2,1,3,1,"Ex",10,"High",1,"TA","Highest",2007,"Fin",3,868,"TA","TA","Y",0,148,0,0,0,0,"Low","None","None",0,11,2007,"High","High",276000
263,"80","RL",88,8471,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","7",1977,1995,"Low","Low","High","Med","BrkFace",46,"TA","TA","Stone","Gd","High","Med","Med",506,"Unf",0,0,506,"GasA","Med","Y","High",1212,0,0,1212,1,0,1,0,3,1,"TA",6,"High",1,"TA","High",1978,"Unf",2,492,"TA","TA","Y",292,12,0,0,0,0,"Low","Med","None",0,7,2006,"Med","Med_High",151000
264,"50","Othr",50,5500,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","5","7",1929,2001,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",234,"ALQ",692,0,926,"GasA","Med","Y","High",926,0,390,1316,1,0,1,0,3,1,"TA",6,"High",0,"Low","Med",1974,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,4,2010,"Med","Med_High",130000
265,"30","Othr",30,5232,"Pave","Grvl","IRG","Bnk","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","Med","5","5",1925,2004,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","None","High","No","Med",0,"Unf",0,680,680,"GasA","Med","N","Low",764,0,0,764,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1965,"Unf",2,504,"TA","TA","N",0,0,0,0,0,0,"Low","None","None",0,6,2008,"Med","Med_High",73000
266,"20","RL",78,12090,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","6",1981,1981,"Low","Low","Med","Low","BrkFace",210,"TA","Gd","Stone","Gd","High","No","High",588,"LwQ",228,606,1422,"GasA","Med","Y","High",1422,0,0,1422,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",1981,"Fin",2,576,"TA","TA","Y",276,0,0,0,0,0,"Low","High","None",0,6,2008,"Med","Med_High",175500
267,"60","RL",70,11207,"Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",1997,1997,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","Med","High",714,"Unf",0,88,802,"GasA","Med","Y","High",802,709,0,1511,1,0,2,1,3,1,"TA",8,"High",1,"TA","High",1997,"Fin",2,413,"TA","TA","Y",95,75,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",185000
